cell_id,comp_1,comp_2,comp_3
C2033,0.8015970701272205,0.3943502459613808,0.5914450694828711
C1175,0.8770851400242013,0.2432382798011429,0.5352483151535827
C2187,0.7520903667028315,0.5706468667967365,0.5600809374011995
C1310,0.8408529026606241,0.30403536869719355,0.5310781229883976
C719,0.4650851733200634,0.6797222872347544,0.4568671173774181
C391,0.14535456119173207,0.49113983285635743,0.48945358563368563
C762,0.23641983787441329,0.7175162328045527,0.37353669861911787
C1849,0.517859017967824,0.45221391264440747,0.39150439889753685
C1795,0.4530932537974382,0.8653446838181443,0.471946104418484
C1501,0.8225190282308551,0.3284620746339827,0.45324218056480975
C312,0.8360829994174556,0.24209276806746247,0.5086367681232683
C13,0.5925216350273396,0.5554302025175673,0.3734838703825277
C37,0.4937562802363722,0.7685831962042922,0.32791124693707163
C2347,0.9027718455568736,0.5546993751504022,0.5845646248375608
C1918,0.6321797943244717,0.7934174712744615,0.34644559011923737
C1554,0.8827945105961648,0.2774748825023291,0.5360980755582521
C991,0.7158725204266604,0.3263398487727853,0.40301891966630177
C1893,0.1324385446860937,0.5153445077844101,0.6208704014520504
C939,0.9099206849663283,0.5593475102067629,0.6344598418575096
C8,0.5223944990533433,0.9999999999999999,0.45421300870579967
C454,0.8840130851735156,0.33114231902081426,0.5651819721527276
C827,0.8632353102808517,0.44068885078982667,0.45951636699633114
C2263,0.4989673388636583,0.7362782090228963,0.4456660704485704
C1327,0.7849804955424948,0.6399926802437371,0.5386766256782851
C859,0.053012846410954294,0.36653599146791027,0.6495879678957622
C707,0.8896409487454755,0.320253992647713,0.5363081076798265
C1939,0.8859703128373777,0.3249387243633553,0.46829902644174237
C1156,0.08884591310942687,0.34245871982612397,0.6228621732104408
C1018,0.29198446779327536,0.3627438707979048,0.4771240433935885
C1523,0.1510006679603769,0.38849812053906185,0.6294155586182091
C723,0.15193935938480638,0.43669657505200643,0.5928021888506376
C284,0.47408077062921616,0.7626218566972294,0.51265197740107
C402,0.9506329315853053,0.30240788869845364,0.4934208722655043
C1021,0.12629993827255057,0.3595056478435187,0.6134638449320717
C2093,0.43046944570312035,0.8246191300670884,0.40971725638525447
C835,0.8866512751774339,0.4878166490579836,0.4662658363310001
C1179,0.34974340233751794,0.27326841408721797,0.30143317867522335
C325,0.42146643193961203,0.7368682867141441,0.3922059242608467
C128,0.09826891755376327,0.23934834112631395,0.5901229038048664
C177,0.12040282245278633,0.26459319760798933,0.5841042882933923
C1511,0.7543809239647399,0.7691954952649135,0.5187953656257562
C704,0.378955243086505,0.6671489922004258,0.41057394819563936
C1740,0.2605806448074329,0.24809108003543945,0.505945625668248
C2025,0.7796990680891197,0.5050990667380594,0.5267287130460069
C1921,0.8255640954318043,0.4614994990703111,0.4976612787721335
C1919,0.21393001668123604,0.4900989790884457,0.40802463655991195
C1306,0.36795378988069766,0.3686910103525464,0.4463471810405707
C746,0.9154792504006829,0.37835256765902264,0.44687562832772754
C603,0.7313514491457218,0.6521594027140608,0.5561855346590816
C1121,0.7703398202690266,0.6580608789771412,0.4501719055390512
