cell_id,comp_1,comp_2,comp_3
1ggS_iN4_C10,0.3723236311121473,0.6568626285452188,0.2639643585510206
1_iN1_C33,0.5153655926216224,0.7592843923605097,0.12230661463744387
1_iN1_C69,0.7471180451538029,0.5269410215462372,0.1752631724734415
1_iN2_C38,0.7334188532625566,0.4714092359163162,0.23992470475470815
705_505_1_MEF2_C5_C62,0.4850000406452852,0.7436998989063176,0.11952813658011667
1_iN2_C09,0.8298254646148129,0.29899023430252736,0.29791481344759957
1ggL_iN4_C90,0.30054137324593555,0.9246768885733834,0.8557567582269899
1_iN3_C02,0.5556101282250439,0.7527076042799299,0.35495315869970784
1?ggM_iN4_C11,0.5054716095636581,0.7684658373382458,0.48929735106612615
1_iN1_C21,0.7710177895910535,0.45870254145903994,0.1785714876242169
1_iN2_C57,0.8583382639447266,0.3784083836272289,0.2952153701190503
703_520_1_Ascl1_20d_B12_C60,0.08731509071900712,0.11824274671270006,0.3016382172711955
1_iN2_C51,0.9609094289384001,0.16664201259245712,0.37929657100513253
1_iN2_C35,0.956202543491166,0.17528223533592296,0.32008937085678807
1ggL_iN4_C78,0.3000163903669044,0.8780885804765932,0.7908297201747381
707_503_1_MEF2_B8_C11,0.41453707782609145,0.7835115518634023,0.12612261326814017
1_iN2_C23,0.9665972687279145,0.16078483055853837,0.3657742865612262
702_506_1_MEF2_D2_C20,0.4111544606694217,0.8218703934856372,0.11245178757157412
1_iN2_C89,0.958762937507817,0.12173329412937994,0.37258642851451534
1_iN1_C75,0.7252083737310403,0.4025016504103545,0.25906949370990845
712_507_1gquestionmark_22d2_C78,0.1852318987190082,0.3901072565869593,0.21938163687668505
1ggS_iN4_C13,0.31478962979648145,0.8086612661201535,0.8039048437785784
701_503_1wg_22d2_C09,0.28576634470824946,0.4891834390030668,0.2641199976464048
1_iN2_C22,0.9786916926866747,0.08610223565588077,0.3780420399156826
701_506_1_MEF2_D1_C21,0.4868362243794582,0.8108227144652423,0.08807120239024233
703_511_1g_22d1_C19,0.26169511161775993,0.5605347956389873,0.23619460048864568
703_503_1g_22d2_C07,0.19885434845109545,0.3573115570973006,0.21669272862397737
1_iN2_C31,0.9084278935928167,0.1683887051244255,0.35138702917929227
1ggL_iN4_C01,0.3309250341901383,0.7900593734096713,0.8276254402215889
1ggL_iN4_C89,0.3477474708537578,0.912371066378045,0.9052204274055048
707_506_1g_22d2_C24,0.2536986395255877,0.5171585454555534,0.1667150460638699
1_iN2_C02,0.8372925992244727,0.3122169188593806,0.29394966299305797
1ggM_iN4_C38,0.28775389050893,0.9098773933691968,0.8748341271552055
1_iN1_C89,0.4823865209509797,0.7964399059619728,0.07154575629103366
702_517_1_Ascl1_20d_G11_C89,0.07736373846492911,0.06345640390365603,0.2723767200592841
1_iN3_C14,0.4291644495604092,0.6979438222529722,0.2985534557995544
705_513_1_Ascl1_20d_A5_C50,0.017541767358813132,0,0.2668747382867166
703_506_1_MEF2_D3_C19,0.37146709749424756,0.7696860512803123,0.21231182175618007
1_iN2_C66,0.8949592840541114,0.16288804917358415,0.39532684154444564
1_iN1_C11,0.8325719472735584,0.39404350163516677,0.2365148169711206
1_iN3_C45,0.5910504444486098,0.7307119157846996,0.2810406783335239
701_505_1_MEF2_C1_C15,0.4174659294393512,0.8975475199326806,0.0744531642768448
1_iN1_C10,0.4248970770864631,0.8173021677382919,0.007353996792531496
1_iN3_C61,0.35696895660430306,0.67590309295153606,0.3373176389351941
1_iN1_C93,0.49408751365788756,0.8604162588915087,0.029463013900113202
1_iN2_C30,0.9677429149319247,0.14567138610544272,0.40898599339323655
1_iN1_C23,0.4173564282586632,0.6772586086603999,0.1385009858476796
710_507_1wg_22d1_C23,0.3812072454756052,0.6983004099502489,0.2328016534226765
706_508_1_MEF2_F6_C79,0.529385687382029,0.738655046518892,0.09231952646755921
1_iN1_C92,0.4246421593585134,0.8069295338868457,0.07929963351318065
