cell_id,comp_1,comp_2,comp_3
C191,0.2042915608751701,0.33064112581091054,0.7739697861974424
C242,0.5629804572669098,0.8101631901666969,0.42388072090678386
C177,0.10079459762102344,0.7025686857734856,0.8970750820990929
C114,0.8036552421541445,0.679241179544123,0.5889112558314836
C51,0.8753487773681121,0.7604039518516995,0.5747193339159496
C1,0.9410804128697656,0.5187707945746638,0.5703847936844101
C227,0.8106070154085665,0.3321236901755508,0.6649073768015802
C60,0.07074507714746753,0.54491982910711,0.6324373211528936
C220,0.8629799540072474,0.35524641171486776,0.6465823333919356
C111,0.911858710634383,0.5657888115556438,0.5738116812389082
C168,0.803170506461812,0.4794351374625806,0.543624637333152
C179,0.17379046535696463,0.3460412862428847,0.049867279046029035
C95,0.13962184765515423,0.39210206057717495,0
C243,0.12267026559818611,0.38749704359808484,0.20232517087159516
C211,0.8328270020233417,0.45932427162383854,0.37866348918895926
C96,0.29048870779018876,0.9228830016469648,0.8227011307990684
C150,0.9126155637333295,0.4336600503511941,0.756702936189024
C46,0.11127165436900033,0.6944859832668594,0.35471018544708277
C42,0.44200169493760855,0.7513744535709727,0.48823057435998113
C86,0.39239812553915615,0.9849883960559717,0.6844429892435024
C29,0.1169806728357401,0.33487853742131285,0.04602837611486305
C228,0.9115546136785537,0.48400847774182953,0.6174225874883282
C154,0.5635610432924312,0.7177716791675703,0.4465028858214575
C155,0.36510117765978356,0.9782486803409813,0.8698482430577521
C7,0.8671267885408358,0.5558307379608304,0.5923751984402784
C10,0.1780524804794657,0.21382897756480734,0.5651841323140145
C22,0.7842115107077083,0.26658484556958867,0.7627261288690931
C180,0.8955675191345037,0.504860908796474,0.6149325343342641
C40,0.15491015592815932,0.5299541493641435,0.3892248133555782
C249,0.9557654717955222,0.4657937944115509,0.6719974552883523
C207,0.10461207959002294,0.4904723867048603,0.4940944721040427
C135,0.9747943480940249,0.47552104648591753,0.5970550743119983
C17,0.7844117745393341,0.6675603526464806,0.5547732481140396
C36,0.2750535921577681,0.2607738560539743,0.5529363140836517
C231,0.16911097214028914,0.7608987767326887,0.7628350674437062
C137,0.3384545650868035,0.8315649883229453,0.6854716995229607
C108,0.1596356884372483,0.3946137294992413,0.06520669361819156
C163,0.8371591441413412,0.23296981557995233,0.8098461623230289
C196,0.9669466899773832,0.479420776660957,0.6059744080932468
C77,0.804348973705533,0.614023335220616,0.5328415028767123
C147,0.06621619291469732,0.7230960328206869,0.5423891191386253
C72,0.47769260299622296,0.7431114975080393,0.45805157348976094
C6,0.8744742285703664,0.5867195776468335,0.4802754793126509
C128,0.797478104050385,0.2191689587569115,0.6394179994964292
C100,0.6458557896112853,0.8155656147465739,0.36722503843781523
C176,0.317305535042396,0.03472278698481463,0.6680746285548809
C112,0.9360550898000107,0.6325466221176475,0.5633713931442962
C197,0.5330456304322579,0.7806954561942633,0.30686480588398424
C132,0.8286865925191762,0.5418515975060041,0.5193911522885517
C157,0.16534353154445397,0.3775057372452881,0.27185848683165215
