cell_id,comp_1,comp_2,comp_3
C256,0.12957222208530203,0.5941883596649704,0.46056552636000087
C198,0.1627448379966149,0.5647036582758227,0.40817269612653356
C336,0.08938981710690692,0.7684358200081091,0.6600991662091032
C65,0.3274295275963516,0.2952661551307637,0.11125487067619336
C355,0.30258587132138015,0.33043926694516185,0.3234192189121173
C10,0.35983069622765845,0.377222199391399,0.30075041764287824
C359,0.32163834168912003,0.40098758728331874,0.2306433394031279
C361,0.921490259287056,0.8418853562426915,0.41722324366736285
C111,0.5269237840898997,0.05314374612057584,0.7452691747092995
C362,0.8788738102700412,0.8672508482433822,0.7595274167905142
C247,0.4596508948344273,0.3678069100527197,0.31386910784834793
C83,0.472044299347359,0.09087571575424187,0.674671226696742
C68,0.0876499429204682,0.624159096614603,0.5433439449940821
C240,0.4741813101395036,0.06535900297478672,0.6376114644996757
C258,0.34476671569931006,0.375164738670719,0.34122749388583007
C11,0.491150198484333,0.11104412872931914,0.6330956018520368
C172,0.5565798192508373,0.016464466216442073,0.9372811864562651
C233,0.49518625322378684,0.033185183183632484,0.6291796772534661
C144,0.35833165100502967,0.35889141493428434,0.2613294269361887
C313,0.3341102428446013,0.37716135275022394,0.3044917361614551
C357,0.4660497652656731,0.10126650788247563,0.5170744572737431
C251,0.22473275598143566,0.45947757659412514,0.37992446218908643
C294,0.3381014466054015,0.3751084296329651,0.5133154035600238
C314,0.7734836860662186,0.6641427002635651,0.3887192810578665
C124,0.3173003477196759,0.39165909936501425,0.3593677181195475
C346,0.4006979060808079,0.2023731673709611,0.36011610743249794
C299,0.10503349607554904,0.5971684752906607,0.5080217496477396
C190,0.1307762526409829,0.6167023644248176,0.4872665988881065
C79,0.5361825525657531,0.07501625239896414,0.7781763824017621
C245,0.8916147536133421,0.8573428816329929,0.6198284833319451
C58,0.05871983821320116,0.7226046565535424,0.6767454944005178
C224,0.4896774824939609,0.4513917915146426,0.2952601796868369
C241,0.5113700484724785,0.06893061548385111,0.7316966902450831
C9,0.06555845446255727,0.7093816471831081,0.5871582504774296
C123,0.840729731391165,0.7521015678292076,0.4627385293224454
C302,0.2365679409016569,0.4633699383757061,0.3115886989007701
C173,0.7727387159855464,0.6529275366032958,0.162286444092206
C321,0.3943764415838549,0.2630331468172863,0.3647627496850862
C113,0.734978781669282,0.723429027866479,0.30506120341951665
C206,0.33483091398034,0.3637680409526184,0.3433377536751475
C46,0.34605761208778413,0.32446692444831365,0.3845339077551306
C56,0.47199876991547973,0.05196556145282406,0.5783848098671786
C104,0.8963657388088593,0.8148441220432807,0.5000371384189881
C38,0.2513266346093476,0.45873008929413434,0.38366657346970134
C323,0.007586580058728866,0.8042761647149915,0.8827260840739555
C231,0.5508738597629571,0.10496043016040824,0.7686623396245192
C269,0.35611048890739133,0.32666367711192984,0.34887136055525997
C63,0.3643209357376192,0.3574369199822301,0.37127484212513856
C80,0.3955443894709489,0.19469357130312454,0.4794579962218025
C44,0.3459391302655945,0.3003308501887258,0.29377292641664876
