cell_id,comp_1,comp_2,comp_3
GSM1488432,0.8608574450583504,0.17813842297276528,0.5387388109056577
GSM1488529,0.07719589035518648,0.7871215217500542,0.5362661932394729
GSM1488422,0.7664906802866518,0.7248589191116654,0.6113300210864859
GSM1488483,0.6737114590332358,0.6058345994601466,0.8429514342262096
GSM1488497,0.8239373959175742,0.7651092967936638,0.6302868192462663
GSM1488575,0.1904286850396975,0.647913867470011,0.6234532605051983
GSM1488342,0.22621730815154273,0.5527149417110206,0.44226942585706036
GSM1488458,0.7422809392199453,0.8066820713867151,0.2505392182057397
GSM1488307,0.3815662782743244,0.129712155428265,0.5743241711493192
GSM1488428,0.721352449329547,0.7284925139577325,0.12538317852573766
GSM1488439,0.6697142641869692,0.6422082677277322,0.5779011523140942
GSM1488485,0.787358488862176,0.7550109934858898,0.6492888996790634
GSM1488573,0,0.8312149917225506,0.4792477130826758
GSM1488526,0.23266693298265412,0.8097448932996665,0.48812145501387993
GSM1488471,0.6247739550990101,0.4471789650297063,0.6105172938138491
GSM1488371,0.5106850080933153,0.5992075400990525,0.34460458491983487
GSM1488366,0.39578478017044383,0.5062166910329812,0.4714478315498965
GSM1488487,0.7383113077331163,0.2773506249101225,0.2591885097761031
GSM1488419,0.7162118978975592,0.6300737621868702,0.45724625064579183
GSM1488509,0.7141103841119459,0.7467896715817465,0.16332209015764143
GSM1488450,0.852354829549439,0.7735644192356838,0.5552271090986418
GSM1488572,0.19551131233907887,0.4021900800365559,0.43068727081059865
GSM1488406,0.675930137408419,0.5884522584173436,0.23120811153633464
GSM1488534,0.14762553798805506,0.7210811327842919,0.4678907482386667
GSM1488566,0.16187871867015624,0.9166502905055357,0.3863211383518954
GSM1488430,0.7107394670055425,0.3195845607502714,0.2600822071023402
GSM1488423,0.665840057652143,0.44349318493971807,0.3278793699567379
GSM1488375,0.3478525448921676,0.17066915800954086,0.593651355943224
GSM1488547,0.08400590822735077,0.3864777716649648,0.43725392222432463
GSM1488329,0.5031466084949232,0.5127997745321232,0.7420415855079949
GSM1488569,0.2940723656003653,0.722610595518691,0.5799562718895127
GSM1488514,0.7923934263272054,0.25612226731046256,0.3714960948440026
GSM1488545,0.12353042551142773,0.6521704834506213,0.5442406564363743
GSM1488524,0.060361485768116285,0.37593225202106745,0.6299011264324745
GSM1488344,0.4745023203844582,0.534704303618615,0.47041959239330083
GSM1488348,0.3581058081349122,0.33103589473458583,0.33574270761250835
GSM1488412,0.6630477145071075,0.27090497462024055,0.4031119787481875
GSM1488305,0.5841937633459853,0.23737277562913445,0.35582205699244185
GSM1488353,0.6171669527547098,0.26680131485199254,0.48923994607058885
GSM1488448,0.5452082724970762,0.35404738912786604,0.3037144570970258
GSM1488368,0.5022287391202169,0.31086799656780906,0.5744834322276415
GSM1488561,0.171004096609766,0.5780552273626681,0.4846325401601017
GSM1488409,0.8235155162338512,0.8787199342278625,0
GSM1488321,0.5020283269320573,0.7708940751138494,0.25139232864697314
GSM1488373,0.4102209117650041,0.39346110191860123,0.43346988409163967
GSM1488555,0.03233503175193547,0.5199140011642024,0.5853160105758156
GSM1488535,0.1823236275837663,0.697517263837787,0.4157753353569817
GSM1488548,0.12114487487407283,0.6094015020612381,0.4744239923747027
GSM1488452,0.6833942154083168,0.6085391850550611,0.47131941163152596
GSM1488530,0.16784545617513674,1,0.3934074991438522
