cell_id,comp_1,comp_2,comp_3
C108,0.8603748025915942,0.34959177282689097,0.21382216657227338
C409,0.15741706558969593,0.7195292384462457,0.2305472100921041
C527,0.18152877434429918,0.2569644958494297,0.609236602330809
C344,0.08766965749320689,0.2655627274557634,0.6157762467996164
C448,0.00216775231760327,0.5128180953599494,0.172256676535982
C38,0.10930142177199206,0.6261666057721926,0.22084554564514777
C287,0.08136888762200799,0.38865749426627055,0.4299774443049237
C44,0.848688728984939,0.6285950636743,0.41651628450412215
C37,0.7581085124245026,0.7783164395016466,0.6183243164222765
C433,0.08689452877034684,0.37168907928878003,0.44487086070457815
C221,0.08234228104921801,0.4620091675062357,0.3094940638612644
C471,0.6495695888255064,0.8696787932257363,0.7107882713434978
C484,0.13853541152767712,0.28115068952606553,0.5671114033356873
C381,0.089701588371749,0.48792298311560306,0.2851196645520839
C439,0.6890235820799817,0.10358958248009087,0.512466914529794
C395,0.07822087818181897,0.37440874681334246,0.4190082973674255
C87,0.2510333117698763,0.17413121558415773,0.7224428356718297
C323,0.10590678681903334,0.364046394497948,0.5149566634003883
C474,0.836175777989758,0.26451858672187734,0.2403487411261332
C132,0.14247065843103562,0.29686704938039393,0.5405305159662553
C550,0.07809359306007553,0.3376432886505042,0.48129175186946144
C99,0.06636727978098951,0.5624821517197927,0.22172792092581298
C253,0.5909672846605336,0.07428577918751972,0.5682678125232481
C112,0.4659324059327085,0.8467027348384586,0.5557034765714575
C53,0.005043370878278391,0.5421392916156553,0.13416977941775596
C548,0.8526463562133764,0.651894214028535,0.4824947248811847
C371,0.0461477670738055,0.5227464342665363,0.27953681498901983
C235,0.23252134443828376,0.8776695039583113,0.2921707247496839
C303,0.10307008554481434,0.37277204664981434,0.42828252239291986
C294,0.07103384066466507,0.333910488514374,0.47136553870949455
C162,0.8741201074308701,0.3678748892969645,0.194258563318208
C171,0.09245303140179004,0.558779253975245,0.2596090223927851
C248,0.7579378489792543,0.1905452429651836,0.32504683714581
C19,0.13782387362481935,0.7120597369367746,0.16641840785130266
C276,0.5008855572787382,0.8619108172948879,0.5982122376508863
C459,0.35767090271550206,0.10310722842540015,0.7510080465243499
C552,0.572175171323149,0.9886009001184493,0.878721998497016
C510,0.8520280393801006,0.67096500539509,0.48763622865633066
C207,0.822056394621035,0.25198262870233173,0.2816283052516608
C502,0.08709960091037193,0.5024062388356284,0.2973188447296198
C456,0.5745690972170395,0.11855328052879194,0.5428638916786429
C82,0.80831853904678,0.24595151655866837,0.2928123223465739
C564,0.1222780497249624,0.3765577636794001,0.44194398365667054
C59,0.8392775485922092,0.6260608668977912,0.4180792962479799
C538,0.5301529871184023,0.12720151682391867,0.5922253099591345
C139,0.09242426678143,0.6522126516876336,0.17871995265122367
C127,0.7242886632038027,0.8479381381749511,0.68553535541262
C490,0.5555493598302741,0.14498389102772835,0.5416679525661485
C167,0.8429234094971212,0.320746653755119,0.2442330721853614
C281,0.24520533177597145,0.15674218583268995,0.7619358805575382
